Frame,Label,X,Y,Width,Height
541,2,356,178,36,25
541,2,520,170,23,13
541,2,229,174,15,12
542,2,75,170,45,22
542,2,351,178,39,24
542,2,75,169,26,22
542,2,229,174,15,13
543,2,351,179,39,24
543,2,70,171,28,21
543,2,70,171,49,21
543,2,227,174,16,12
543,2,84,172,35,20
544,2,350,180,37,23
544,2,65,171,29,21
544,2,65,172,47,21
544,2,226,174,16,13
545,2,350,180,38,23
545,2,60,170,50,24
545,2,226,177,15,11
545,2,60,172,29,22
545,2,590,177,16,11
546,2,53,170,52,24
546,2,349,180,38,23
546,2,405,176,27,12
546,2,226,178,15,11
547,2,48,171,54,24
547,2,348,180,35,22
547,2,406,176,28,13
547,2,48,171,31,23
547,9,232,130,6,11
547,2,224,179,17,11
548,2,44,170,53,25
548,2,348,180,36,22
548,2,407,177,29,11
548,2,224,178,17,11
548,2,602,178,24,11
549,2,36,170,58,25
549,2,348,179,33,21
549,2,409,177,27,11
549,2,223,177,18,12
549,2,608,179,23,10
550,2,29,170,60,25
550,2,349,178,33,21
550,2,222,176,19,14
550,2,609,171,29,17
551,2,348,178,32,21
551,2,23,170,63,25
551,2,612,169,27,19
551,2,39,171,46,23
551,2,222,175,19,14
551,2,22,170,44,24
551,2,412,177,27,11
551,2,112,171,18,12
552,2,15,169,66,26
552,2,347,178,32,20
552,2,616,168,23,20
552,2,221,176,19,13
552,9,226,126,6,11
553,2,7,169,68,28
553,2,346,178,31,21
553,2,220,176,19,14
553,2,418,177,24,10
553,2,620,172,18,16
553,2,233,208,19,9
554,2,345,177,31,21
554,2,1,168,69,29
554,9,223,123,7,15
554,2,0,172,22,26
554,2,624,173,14,15
554,2,418,177,24,10
554,2,229,210,20,9
555,9,223,123,6,12
555,2,0,168,64,29
555,2,345,178,30,20
555,7,148,155,90,37
555,2,419,176,25,11
555,2,226,211,20,10
556,2,0,168,59,30
556,9,222,123,7,11
556,2,346,178,29,20
556,2,220,212,24,12
556,2,420,175,26,12
556,7,149,152,89,40
557,2,0,168,54,30
557,2,345,178,29,20
557,2,215,214,26,15
557,7,0,168,54,30
557,2,89,172,22,11
557,2,215,177,23,13
558,2,0,168,48,31
558,2,345,178,28,19
558,2,422,176,27,13
558,9,218,121,7,11
558,2,91,171,20,12
559,2,0,168,42,31
559,2,345,178,27,19
559,9,217,120,7,13
559,9,248,121,5,13
559,2,422,177,28,13
559,2,204,218,30,18
559,2,216,174,22,17
559,2,310,180,15,8
559,2,387,177,16,9
559,2,91,172,17,12
560,2,0,168,34,31
560,9,216,120,7,14
560,2,425,176,28,13
560,2,197,220,32,19
560,2,344,179,28,18
560,2,312,178,14,9
560,9,245,120,6,13
561,2,0,168,28,32
561,9,215,119,6,14
561,2,343,180,28,17
561,2,314,179,13,10
561,2,188,223,36,22
561,2,425,176,29,12
561,2,212,172,26,19
562,2,0,169,20,30
562,7,131,149,106,43
562,2,343,179,27,17
562,2,314,179,14,10
562,9,214,119,7,14
562,2,212,173,26,18
562,2,75,172,23,12
563,2,429,176,28,14
563,2,0,172,13,27
563,2,343,178,26,17
563,2,5,272,630,79
563,2,74,173,21,11
563,7,130,153,106,40
564,2,431,176,26,13
564,2,343,178,26,17
564,2,4,273,633,86
564,2,321,177,13,12
565,2,343,178,26,17
565,2,428,176,33,15
565,9,241,115,6,15
565,2,2,274,637,77
565,9,208,115,8,14
566,9,239,114,6,15
566,2,343,179,25,17
566,9,208,114,6,14
566,2,324,178,12,11
566,2,431,176,30,14
566,2,205,172,32,20
567,9,237,112,6,15
567,9,205,113,6,15
567,7,121,145,113,48
567,2,437,176,28,16
567,2,342,179,27,16
568,9,236,111,8,16
568,2,342,179,27,17
568,2,445,177,22,12
568,7,117,150,117,44
568,9,201,112,9,15
568,6,11,139,222,53
568,2,394,176,21,10
569,9,235,110,8,16
569,2,441,176,29,14
569,2,342,180,24,16
569,9,200,109,9,17
569,7,116,145,109,48
570,9,233,109,7,16
570,9,199,110,7,16
570,2,342,178,23,17
570,7,118,146,113,48
570,2,3,273,635,83
570,2,446,176,26,14
571,9,232,108,7,16
571,2,342,178,23,17
571,9,196,108,8,16
571,7,112,144,119,50
571,2,451,177,25,13
571,2,457,178,19,12
571,2,201,176,30,18
571,2,4,274,634,82
572,9,229,107,8,16
572,2,453,176,23,14
572,2,198,176,32,18
572,2,341,177,24,16
573,9,227,105,8,16
573,7,104,143,125,52
573,2,442,177,38,15
573,2,452,177,28,13
573,2,398,174,20,13
573,2,4,274,634,81
573,2,341,176,25,16
574,7,101,143,127,52
574,2,456,176,25,15
574,9,226,103,8,17
574,2,399,174,20,13
574,2,342,176,23,16
574,9,190,103,7,18
574,2,2,273,636,83
575,7,99,143,128,52
575,9,224,102,9,18
575,2,456,178,28,13
575,2,399,174,20,13
575,2,3,274,636,83
575,2,446,176,38,18
575,2,344,177,22,15
575,9,258,102,10,16
576,7,102,143,125,53
576,9,222,101,10,18
576,9,183,96,8,24
576,2,3,274,636,82
576,2,465,178,21,13
576,2,193,176,33,19
577,7,96,143,130,54
577,2,2,274,636,82
577,9,219,99,9,19
577,9,32,84,45,38
577,2,470,179,19,13
578,7,96,144,129,54
578,9,75,94,10,25
578,2,349,178,25,16
578,2,3,273,635,82
578,9,218,98,9,19
578,2,447,177,45,19
578,9,24,82,46,39
579,7,91,143,133,56
579,9,16,79,48,40
579,9,173,94,10,21
579,9,216,96,9,19
579,2,2,274,635,82
579,2,449,177,46,21
579,2,476,178,18,13
579,2,351,178,25,15
579,2,406,175,17,12
580,7,85,143,139,56
580,9,213,94,9,19
580,2,3,273,634,82
580,2,352,178,26,16
580,9,63,92,10,24
580,9,6,76,50,42
580,9,170,92,11,22
580,2,451,176,47,24
580,2,408,175,16,12
581,7,77,142,145,57
581,9,210,92,10,20
581,2,408,175,18,13
581,2,354,178,28,16
581,2,4,273,633,80
581,9,168,92,9,21
582,7,75,141,144,58
582,2,407,174,19,13
582,2,356,178,27,16
582,9,208,90,10,20
582,2,3,272,635,82
582,2,23,173,22,10
582,9,50,87,11,21
582,2,454,177,49,16
583,7,67,140,153,60
583,9,205,88,11,20
583,2,458,175,50,20
583,2,409,174,18,13
583,2,238,175,22,10
584,7,71,140,146,61
584,9,202,85,11,21
584,2,359,179,34,15
584,9,155,85,13,22
584,9,244,84,11,19
584,2,2,273,636,81
584,2,239,175,20,10
584,9,431,111,7,14
585,7,67,139,150,62
585,9,0,56,11,49
585,9,243,82,11,20
585,2,2,274,636,81
585,6,0,126,216,75
585,2,411,175,18,13
585,9,200,83,11,22
585,2,360,180,32,14
585,9,433,110,8,14
585,2,239,175,18,9
586,7,61,138,152,63
586,9,196,79,13,24
586,9,241,78,11,21
586,6,0,126,214,75
586,2,414,175,17,11
586,2,4,273,635,82
586,2,362,179,37,14
586,9,146,80,13,23
586,2,454,178,14,11
586,2,238,175,20,10
586,2,459,178,17,14
587,7,56,137,156,65
587,2,364,178,38,17
587,9,193,76,12,24
587,2,415,175,16,12
587,2,458,176,22,14
587,9,142,77,12,22
587,2,3,273,635,81
587,9,437,107,8,16
587,9,241,75,10,21
587,2,455,178,19,11
588,7,25,133,185,70
588,2,366,177,39,17
588,9,454,97,7,18
588,2,417,175,17,12
588,9,236,73,12,22
588,2,4,274,634,82
588,9,440,105,8,15
588,9,136,75,13,22
588,9,189,75,12,23
588,2,467,178,20,14
588,2,458,176,31,15
589,7,20,133,185,71
589,2,368,177,38,17
589,9,186,71,13,24
589,9,442,105,8,15
589,2,418,175,16,12
589,9,234,70,13,22
589,2,5,273,634,82
589,9,456,96,9,18
589,2,469,177,27,15
590,7,41,133,161,72
590,2,370,177,40,17
590,9,444,103,9,16
590,9,460,92,9,20
590,9,182,69,13,24
590,9,232,67,13,22
590,2,418,174,16,12
590,9,125,69,14,25
590,2,5,273,633,82
590,7,327,170,29,23
590,9,128,112,8,13
590,2,202,171,12,12
591,7,37,133,163,73
591,9,119,65,13,26
591,9,447,102,8,16
591,2,372,179,40,15
591,2,329,171,29,24
591,9,178,64,13,26
591,2,372,178,30,16
591,2,6,273,630,80
591,2,475,178,32,14
591,9,228,65,16,22
592,7,32,131,164,75
592,2,374,180,40,15
592,9,450,100,7,16
592,2,334,171,26,23
592,9,173,61,15,27
592,9,114,61,14,28
592,9,226,63,15,21
592,9,466,89,10,21
592,2,374,179,29,15
592,2,480,176,36,17
592,2,475,177,23,14
592,2,7,273,630,80
593,7,27,131,168,77
593,9,453,96,9,18
593,9,223,56,15,25
593,2,377,180,41,15
593,9,118,108,9,18
593,2,337,173,28,22
593,9,169,57,15,28
593,2,486,174,39,19
593,9,107,57,15,28
593,9,94,100,9,17
593,2,425,175,14,11
593,2,9,273,629,80
593,2,464,178,20,10
594,7,20,128,173,82
594,2,380,179,42,15
594,9,457,95,9,17
594,2,338,172,32,22
594,9,475,84,11,20
594,2,469,177,24,11
594,9,221,53,15,25
594,2,3,273,635,81
594,9,100,53,15,29
594,2,490,174,33,19
594,2,427,174,15,12
594,9,164,54,15,28
594,0,604,173,18,31
594,2,233,173,22,9
594,9,317,123,6,11
595,7,12,126,178,85
595,2,384,180,42,15
595,9,479,81,11,21
595,9,93,49,17,30
595,2,337,172,36,22
595,9,318,122,7,12
595,9,460,93,8,18
595,9,160,50,15,29
595,9,217,47,17,27
595,2,494,175,44,19
595,2,384,179,25,13
595,2,3,273,634,81
595,2,494,177,30,15
596,7,4,125,182,87
596,9,485,80,10,21
596,9,464,91,9,18
596,2,387,179,43,16
596,9,86,44,16,31
596,9,155,44,15,31
596,9,319,121,6,13
596,2,387,179,26,15
596,2,350,174,27,21
596,2,477,178,21,11
596,2,499,176,30,18
596,9,216,43,15,27
597,7,0,124,180,90
597,9,468,88,9,19
597,9,79,39,16,33
597,2,390,179,45,15
597,9,319,120,7,14
597,2,330,172,51,23
597,9,490,76,11,22
597,2,503,172,59,23
597,2,2,273,635,80
597,0,558,168,13,29
597,9,150,42,16,29
597,2,390,179,26,14
597,9,490,87,11,11
598,7,0,123,176,92
598,9,473,86,9,19
598,9,71,34,17,34
598,2,394,178,48,17
598,9,319,119,7,14
598,2,356,178,29,17
598,9,495,73,11,22
598,2,510,172,66,23
598,2,2,273,635,80
598,9,72,92,13,19
598,9,208,32,19,30
599,7,0,121,174,97
599,9,478,84,9,20
599,9,320,119,7,13
599,9,62,28,18,36
599,2,399,177,47,18
599,2,360,176,27,19
599,2,2,274,635,81
599,9,68,90,12,19
599,2,398,178,35,17
599,2,518,174,69,23
599,9,502,70,11,23
599,9,211,35,12,22
599,2,233,173,21,10
599,2,198,172,25,11
599,9,209,29,15,30
600,7,0,118,169,101
600,9,321,117,7,14
600,9,482,82,9,21
600,9,52,23,19,36
600,2,402,178,47,17
600,9,508,66,12,24
600,2,2,272,635,84
600,2,519,172,73,26
600,2,362,181,26,14
600,9,62,88,15,20
600,9,204,21,17,32
600,9,206,30,14,23
600,2,233,173,21,10
600,2,402,178,29,16
600,2,197,172,25,12
600,2,228,174,26,10
601,7,0,108,164,114
601,9,487,79,9,21
601,9,321,116,7,15
601,2,406,179,50,17
601,2,527,171,74,27
601,2,3,271,635,84
601,9,514,62,12,26
601,9,42,16,19,39
601,2,366,183,22,13
601,2,197,171,25,12
601,2,233,173,21,10
601,2,157,173,25,17
601,2,223,174,31,11
601,9,353,118,7,10
601,2,365,179,28,17
602,7,0,106,161,117
602,9,492,76,10,22
602,9,31,8,20,40
602,2,408,179,52,16
602,2,533,171,75,27
602,9,522,59,13,26
602,9,322,115,6,14
602,2,3,273,634,82
602,2,231,173,23,11
602,9,195,14,18,30
602,2,153,173,27,16
602,9,354,116,7,11
602,2,194,171,30,13
602,2,490,174,22,11
602,2,225,174,29,10
602,2,190,174,15,13
603,7,0,102,156,123
603,2,413,178,53,18
603,9,498,73,10,24
603,9,323,114,7,15
603,2,369,175,28,21
603,9,528,54,14,27
603,2,537,171,71,27
603,9,192,6,17,29
603,2,227,172,27,12
603,9,19,8,21,34
603,2,192,171,32,13
603,2,3,267,635,87
603,2,467,180,30,11
604,9,503,70,10,23
604,9,187,1,18,28
604,7,0,98,145,127
604,2,417,177,55,19
604,9,323,112,7,15
604,9,5,2,23,32
604,2,371,174,29,22
604,2,470,180,31,13
604,2,192,170,33,14
604,2,229,172,26,11
604,9,535,50,15,29
604,2,543,170,82,29
604,2,1,265,636,90
605,9,510,66,11,24
605,2,422,176,58,20
605,9,178,0,22,21
605,2,548,170,88,29
605,9,324,111,7,14
605,9,0,1,16,26
605,2,230,172,25,11
605,2,189,170,35,14
605,9,87,0,21,26
605,9,545,44,14,29
605,2,373,172,31,23
605,2,479,179,26,14
605,2,223,172,32,12
605,7,0,92,137,138
605,2,337,169,44,23
605,9,358,112,7,13
606,9,515,61,12,26
606,9,324,109,9,15
606,9,553,40,15,30
606,2,425,176,59,20
606,2,186,169,36,14
606,2,484,180,24,14
606,7,0,80,129,148
606,2,553,168,81,30
606,2,232,172,24,10
606,9,75,0,22,17
606,2,338,169,50,22
606,2,225,171,30,12
606,2,173,174,15,15
606,9,169,0,26,13
606,2,425,176,38,20
607,9,324,107,9,15
607,9,523,57,12,27
607,2,429,173,60,23
607,9,360,109,8,14
607,2,561,168,77,32
607,2,233,172,23,10
607,2,171,172,16,15
607,2,187,169,36,14
607,9,291,108,9,13
607,2,491,181,23,13
607,8,0,72,118,158
607,7,562,168,77,31
608,2,432,173,57,22
608,9,326,105,9,16
608,9,530,53,12,27
608,9,573,28,16,33
608,9,362,107,8,16
608,2,570,167,69,31
608,2,570,174,56,24
608,2,187,167,40,15
608,2,169,173,19,15
608,7,0,76,108,160
608,2,187,168,17,14
608,2,132,169,39,17
608,2,236,172,19,9
609,2,436,173,57,23
609,9,537,49,12,29
609,9,327,103,8,17
609,9,583,21,18,35
609,2,578,168,61,31
609,9,53,79,11,22
609,2,189,166,31,14
609,2,578,175,53,23
609,2,233,170,22,10
609,9,570,22,31,35
609,2,518,172,20,9
610,9,327,101,8,17
610,2,586,175,52,25
610,2,440,173,55,22
610,9,545,43,14,30
610,2,187,166,32,14
610,9,365,104,8,15
610,9,48,75,12,21
610,9,594,13,19,39
611,9,329,100,8,17
611,2,445,173,56,22
611,9,606,8,19,38
611,9,43,73,12,22
611,2,596,168,43,31
611,9,554,39,14,30
611,9,367,102,9,16
611,2,507,172,26,20
611,2,186,166,33,13
611,2,163,171,20,16
611,2,125,164,40,21
611,9,46,140,13,27
611,2,526,171,20,10
611,5,0,57,61,175
611,9,293,100,8,15
612,2,450,173,57,22
612,9,330,99,8,17
612,2,606,175,33,25
612,9,37,71,13,23
612,9,562,37,17,29
612,9,368,100,8,17
612,9,618,2,20,40
612,2,509,170,39,24
612,2,186,166,32,12
612,2,513,170,34,13
612,2,123,164,58,23
612,2,233,168,22,11
612,9,292,98,9,15
612,2,163,171,21,15
613,9,331,96,10,18
613,2,456,173,57,23
613,9,32,68,12,22
613,2,616,174,23,25
613,2,0,174,21,67
613,9,370,99,9,18
613,2,185,165,33,13
613,9,293,97,9,15
613,2,234,168,23,11
613,2,358,167,22,11
613,2,513,172,39,22
613,2,513,170,40,16
613,2,523,170,29,10
613,2,122,164,61,24
614,9,332,96,8,17
614,2,462,175,58,22
614,9,582,23,18,34
614,9,372,97,10,17
614,9,293,96,10,15
614,2,625,174,13,26
614,9,27,67,13,23
614,2,119,165,60,22
614,2,234,168,24,11
614,2,185,165,34,14
614,2,520,174,37,20
614,2,359,167,26,12
615,2,468,173,58,25
615,9,334,95,10,18
615,9,22,65,13,23
615,9,592,16,18,37
615,9,375,96,9,19
615,9,294,95,9,15
615,2,186,166,35,14
615,2,234,168,24,12
615,2,118,166,55,22
615,2,158,171,24,18
616,9,18,64,13,24
616,2,474,173,58,26
616,9,604,10,19,38
616,9,336,93,9,18
616,9,378,95,9,18
616,9,295,93,11,17
616,2,474,173,41,25
616,2,157,171,25,18
616,2,236,168,24,13
616,2,187,166,35,15
616,2,117,165,43,22
617,2,481,173,59,26
617,9,617,4,21,39
617,9,14,62,13,25
617,9,339,92,9,18
617,9,380,95,9,17
617,9,297,92,10,17
617,2,187,167,36,14
617,2,157,172,24,18
617,2,539,178,31,16
617,2,116,165,47,24
617,2,116,167,65,22
618,9,10,61,14,25
618,9,340,91,10,19
618,2,487,172,63,27
618,9,384,93,9,18
618,2,115,166,66,24
618,9,631,3,8,33
618,2,239,169,23,13
618,2,188,167,36,16
618,2,187,169,17,14
619,9,6,60,14,26
619,2,496,172,63,29
619,9,343,90,10,20
619,9,387,92,10,19
619,9,300,91,11,17
619,2,241,170,23,11
619,2,115,166,54,23
619,2,0,271,638,83
619,2,189,168,38,15
620,9,3,57,14,28
620,9,391,89,9,20
620,9,345,88,10,20
620,2,505,171,65,30
620,2,242,170,24,12
620,2,115,166,64,26
620,9,303,89,11,18
620,2,194,169,36,16
620,6,0,115,218,74
620,2,1,275,629,77
621,2,514,171,64,30
621,9,348,87,11,20
621,9,395,88,10,21
621,9,0,55,15,29
621,2,243,171,25,11
621,2,115,168,67,25
621,9,305,87,11,18
621,2,157,177,30,17
621,2,195,170,38,14
621,6,0,115,220,75
622,2,524,171,66,32
622,9,399,87,10,20
622,9,352,85,11,21
622,2,246,172,25,11
622,2,194,170,42,16
622,9,0,55,12,27
622,2,158,175,27,18
622,6,0,116,223,75
622,2,116,168,65,24
622,2,236,172,34,12
623,9,403,86,11,21
623,9,355,84,11,21
623,2,532,173,69,32
623,2,246,172,27,12
623,2,159,177,29,16
623,9,0,53,9,27
623,2,196,170,42,15
623,5,0,116,226,75
623,2,117,168,44,24
623,2,572,174,29,26
623,9,310,86,13,18
624,2,542,173,71,33
624,9,360,83,10,21
624,9,409,84,10,21
624,2,247,172,28,12
624,9,313,84,11,19
624,2,199,170,40,15
624,2,159,176,31,18
624,2,117,169,47,25
624,2,366,177,17,13
625,9,363,81,11,22
625,2,553,174,57,34
625,9,414,82,10,21
625,2,0,172,25,19
625,2,247,172,31,12
625,2,158,177,34,19
625,2,200,171,44,14
625,2,372,178,16,12
625,2,117,168,62,26
625,9,316,83,12,19
626,2,564,172,73,36
626,9,419,80,11,22
626,9,367,80,10,22
626,2,0,172,27,19
626,2,254,172,26,12
626,2,202,171,43,15
626,2,159,177,32,20
626,2,118,170,71,25
626,9,318,81,12,20
626,9,94,130,8,21
627,2,575,172,59,37
627,9,423,79,11,23
627,9,370,78,11,22
627,2,0,172,28,19
627,2,160,177,35,20
627,2,250,172,31,13
627,9,321,79,10,20
627,2,202,171,45,15
627,2,117,172,45,22
627,2,380,178,18,13
627,9,513,128,8,20
628,9,374,77,11,22
628,2,584,170,55,40
628,9,427,77,12,22
628,2,158,178,38,22
628,2,0,172,27,19
628,2,204,170,43,16
628,2,254,172,30,12
628,9,324,77,12,20
628,2,238,172,45,13
628,2,118,172,44,22
629,9,378,75,11,23
629,2,595,171,44,41
629,9,433,75,12,23
629,2,0,172,27,19
629,2,158,178,38,22
629,2,253,172,33,13
629,9,326,76,13,21
629,2,204,170,45,16
629,9,326,76,8,21
629,2,539,170,33,19
629,2,261,173,26,11
629,9,77,81,11,27
629,2,118,172,45,23
630,2,607,174,32,39
630,9,438,72,12,25
630,9,382,73,11,23
630,2,0,172,27,19
630,9,328,74,12,21
630,2,262,172,25,13
630,2,114,172,81,24
630,2,206,171,52,15
630,9,537,124,9,21
631,2,618,176,21,39
631,9,386,72,12,22
631,9,443,71,12,24
631,2,0,171,26,19
631,2,263,173,27,13
631,2,116,173,81,22
631,2,207,171,43,16
631,9,331,72,15,22
631,2,543,170,43,18
631,2,402,174,50,22
631,9,331,74,11,21
632,9,449,68,13,26
632,9,388,69,13,24
632,2,255,172,37,15
632,2,0,172,25,19
632,2,208,171,43,15
632,2,629,181,10,38
632,2,115,173,82,22
632,2,405,173,58,26
632,9,73,77,11,29
632,9,334,71,15,22
632,2,162,176,37,18
633,9,393,67,12,25
633,9,453,68,14,25
633,2,0,172,24,19
633,2,210,171,37,16
633,2,267,172,26,14
633,2,413,175,45,31
633,9,545,67,11,27
633,2,116,173,83,22
633,9,561,123,9,21
634,9,396,66,13,25
634,9,459,65,13,26
634,2,0,172,23,19
634,2,268,173,27,14
634,2,209,171,37,17
634,2,417,175,66,34
635,9,401,64,13,27
635,9,464,63,14,27
635,2,210,171,39,17
635,2,267,173,29,14
635,9,578,121,12,22
635,9,561,64,12,28
635,2,0,172,21,18
635,2,426,176,54,35
635,2,425,180,43,31
636,9,470,61,14,28
636,9,404,61,15,27
636,2,210,171,41,17
636,2,262,174,35,13
636,9,587,120,12,23
636,2,0,171,20,20
636,9,568,62,12,28
636,9,343,65,11,22
636,9,343,63,14,25
637,9,408,59,13,28
637,9,595,120,12,24
637,2,210,171,41,17
637,9,475,59,15,28
637,9,576,59,13,30
637,2,261,173,38,15
637,9,346,65,9,21
637,2,270,174,28,14
637,9,348,60,11,26
637,7,110,168,84,33
637,9,347,62,17,24
637,2,1,274,638,79
637,2,432,178,47,30
637,9,60,66,12,25
638,9,411,56,15,29
638,9,482,57,14,29
638,2,211,171,41,18
638,2,269,173,30,16
638,9,584,57,13,31
638,2,434,182,49,23
638,2,103,169,85,29
638,9,604,120,11,23
639,9,415,53,15,30
639,9,487,54,15,30
639,2,210,170,45,18
639,2,265,173,34,15
639,9,350,60,13,22
639,9,612,118,14,25
639,2,101,166,83,30
639,2,438,186,48,23
639,9,353,62,16,20
639,9,593,54,12,34
639,2,0,169,11,19
639,7,102,166,81,30
640,9,418,51,15,30
640,2,208,170,52,19
640,9,492,51,16,31
640,9,52,114,18,22
640,2,272,173,27,15
640,2,262,171,36,17
640,9,351,61,9,18
640,2,95,164,94,31
640,7,97,165,96,30
640,5,485,134,84,40
641,9,497,48,16,31
641,9,422,48,15,30
641,2,207,169,51,18
641,2,272,172,27,16
641,7,92,164,97,31
641,2,92,165,98,30
641,7,445,177,97,46
641,2,446,176,96,46
641,9,352,59,9,17
642,9,425,44,16,31
642,9,502,45,16,32
642,2,272,172,27,14
642,2,206,168,53,19
642,7,87,163,100,30
642,9,48,110,10,22
642,7,448,177,100,46
642,2,87,162,95,31
643,9,428,40,17,32
643,9,507,41,17,33
643,2,203,168,53,19
643,2,263,171,35,15
643,9,39,106,11,22
643,2,82,160,97,33
643,7,81,161,104,32
643,7,450,177,103,48
643,9,376,50,18,19
644,9,512,37,18,35
644,9,430,37,16,33
644,2,203,167,47,19
644,9,31,103,12,24
644,9,631,42,7,34
644,2,74,158,95,34
644,2,264,170,32,16
644,7,452,178,107,50
644,2,250,170,46,16
645,9,433,32,17,35
645,9,517,33,17,36
645,9,22,99,13,26
645,2,200,167,45,19
645,2,456,177,109,51
645,7,68,157,111,36
645,2,262,171,32,15
645,2,68,158,113,35
645,7,456,177,109,51
645,2,237,170,29,16
646,9,522,29,18,37
646,9,12,96,13,25
646,9,435,28,17,35
646,2,458,176,113,54
646,2,196,164,52,21
646,2,59,156,119,37
646,7,59,156,117,38
646,2,250,168,44,18
646,5,490,133,114,40
646,9,361,27,13,31
646,2,596,183,42,21
647,9,438,23,17,36
647,9,528,24,18,38
647,9,0,93,15,27
647,2,193,165,48,20
647,2,263,170,29,15
647,7,51,154,122,39
647,2,460,175,115,58
647,9,359,22,15,34
648,9,439,19,18,37
648,9,531,20,19,39
648,2,190,164,45,20
648,7,43,154,124,38
648,2,260,172,31,13
648,5,489,132,92,47
648,2,463,174,116,59
648,2,14,272,624,83
648,9,0,91,4,28
648,9,361,17,16,35
649,9,536,16,20,40
649,9,442,13,19,38
649,2,186,164,50,20
649,7,33,152,131,41
649,2,259,171,29,14
649,2,464,175,120,60
649,9,362,11,15,36
649,5,488,131,96,44
649,2,5,274,631,80
649,2,227,168,31,18
649,9,354,12,15,36
649,2,244,169,44,16
649,7,464,172,121,65
650,9,542,10,19,41
650,9,444,8,20,39
650,2,184,164,59,22
650,7,24,152,135,41
650,2,250,167,36,18
650,5,487,130,97,50
650,2,259,170,27,14
650,7,466,172,124,65
650,2,2,274,634,79
650,2,466,174,96,44
651,9,447,4,19,39
651,9,547,5,21,42
651,2,179,163,63,23
651,7,15,151,138,43
651,2,254,168,31,17
651,2,469,173,126,67
651,9,354,0,25,40
651,5,486,130,119,55
651,2,241,168,43,16
652,9,553,0,21,42
652,2,176,163,56,22
652,9,450,0,20,39
652,7,5,151,143,44
652,9,352,6,12,30
652,2,472,174,129,65
652,2,234,167,48,18
652,9,353,1,25,35
652,9,361,3,17,33
652,2,1,275,636,80
652,9,352,5,19,32
652,5,485,129,111,60
652,2,247,170,35,14
653,2,176,163,58,23
653,9,560,0,22,39
653,9,453,0,20,35
653,9,353,0,28,30
653,7,0,151,144,44
653,2,235,167,45,19
653,9,352,1,14,29
653,2,475,174,132,67
653,9,352,1,20,29
653,2,2,274,635,80
653,2,248,170,32,15
653,2,113,171,32,19
654,2,171,163,57,24
654,9,457,0,21,29
654,2,233,167,45,19
654,9,352,0,27,26
654,7,0,150,125,46
654,2,108,172,32,19
654,2,477,178,79,56
654,9,383,0,26,26
654,2,1,274,635,80
654,9,353,0,14,25
654,9,360,0,23,24
655,2,168,163,58,23
655,9,459,0,23,24
655,2,231,167,47,18
655,7,0,149,130,47
655,2,483,190,78,45
655,2,2,274,635,80
655,9,352,0,31,21
655,2,102,171,34,19
655,9,385,0,28,23
655,9,353,0,15,21
655,5,486,128,130,64
656,2,163,162,62,24
656,2,96,171,34,20
656,2,1,275,635,80
656,7,0,149,109,48
656,2,232,168,44,18
656,9,463,0,25,16
656,2,487,189,83,50
656,9,352,0,33,15
657,2,159,162,63,24
657,2,89,171,35,20
657,2,1,274,635,80
657,2,235,168,40,18
657,7,0,149,107,47
657,9,594,0,25,16
657,9,469,0,24,11
657,2,492,190,87,50
658,2,155,162,64,24
658,2,83,171,36,20
658,2,497,173,141,71
658,2,1,274,636,81
658,2,226,167,47,19
658,2,361,176,14,9
658,7,0,156,92,43
658,2,0,149,111,47
659,2,76,170,37,21
659,2,152,162,63,25
659,2,220,167,52,19
659,2,1,274,636,80
659,2,0,148,81,51
659,7,0,148,81,50
659,2,502,173,137,73
659,2,502,184,102,61
659,2,599,139,28,14
660,2,151,162,64,24
660,2,67,170,41,22
660,2,0,147,73,51
660,2,508,172,130,93
660,2,229,167,42,18
660,2,1,268,637,86
660,2,509,175,126,52
660,2,601,140,27,12
661,2,518,171,121,100
661,2,144,160,68,26
661,2,60,169,41,22
661,2,215,166,55,19
661,2,1,261,637,93
661,2,0,149,65,49
661,2,0,151,101,46
662,2,146,160,65,26
662,2,50,168,44,24
662,2,210,165,58,21
662,2,523,171,115,106
662,2,0,154,58,46
663,2,141,159,67,27
663,2,205,164,60,21
663,2,39,166,49,25
663,2,0,154,46,44
663,2,532,172,107,110
664,2,135,158,69,27
664,2,31,166,49,26
664,2,202,163,62,21
664,2,543,172,96,112
664,2,0,154,47,46
665,2,133,158,69,27
665,2,21,165,51,27
665,2,201,163,62,21
665,2,548,174,91,113
665,2,0,156,27,44
665,74,36,104,19,22
666,2,129,157,71,29
666,2,199,163,62,21
666,2,8,164,56,26
666,2,563,178,76,56
666,2,562,177,77,92
667,2,200,163,59,21
667,2,124,157,72,29
667,2,0,164,55,28
668,2,202,163,54,21
668,2,120,156,74,28
668,2,0,163,47,29
668,2,589,182,50,61
669,2,198,163,56,22
669,2,110,155,78,29
669,2,0,163,36,28
670,2,104,154,81,31
670,2,0,163,26,27
670,2,193,163,58,21
670,2,2,273,636,81
670,2,300,171,16,12
671,2,96,153,84,31
671,2,193,162,56,22
671,2,0,162,15,27
671,2,0,273,637,82
671,2,299,170,16,13
672,2,89,153,87,30
672,2,194,163,53,22
672,2,1,268,636,91
673,2,81,153,90,31
673,2,184,162,61,22
673,2,1,264,637,94
674,2,75,152,92,31
674,2,182,161,60,23
674,2,1,267,636,90
675,2,68,150,94,35
